user_id,item_id,rating,cine,casa,escena,estilo,actuacion,espectador,film
Enrique Colmena,Seduciendo a un extraño,2,1,NULL,0,NULL,NULL,NULL,NULL
Enrique Colmena,Pudor,4,NULL,NULL,0,NULL,NULL,NULL,NULL
Jose Contreras,Sunshine,3,NULL,NULL,NULL,NULL,NULL,1,NULL
Bloody Will,Tu la letra
Ramón Besonias,Sunshine,2,-1,NULL,NULL,NULL,NULL,0,NULL
Iñaki Bilbao,Shooter: El Tirador,2,NULL,NULL,NULL,NULL,-1,NULL,NULL
Iñaki Bilbao,El abominable hombre de las nieves (The abominable snowman),3,NULL,NULL,NULL,NULL,NULL,NULL,0
Florinda Chic,Dame 10 razones,4,0,NULL,NULL,NULL,NULL,0,NULL
Emilio Calvo de Mora,9 songs,2,-1,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Darwin Awards (Muertes de risa),3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Sunshine,3,0,NULL,NULL,NULL,NULL,0,NULL
Iñaki Bilbao,Sólo para hombres,4,1,NULL,1,NULL,NULL,NULL,NULL
Rafa Ferrer,9 songs,1,NULL,NULL,-1,NULL,-1,NULL,NULL
Rafa Ferrer,Brigada 49,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Al final de la escapada,5,-1,NULL,NULL,NULL,NULL,NULL,1
Rafa Ferrer,El Efecto Mariposa,2,NULL,1,NULL,NULL,NULL,NULL,NULL
Pruden Rodríguez,¿Quién dice que es fácil?,3,-1,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,Tuya Siempre,2,1,NULL,NULL,NULL,NULL,1,-1
Iñaki Bilbao,El hombre que mató a Liberty Valance (The Man who shot Liberty Valance),5,1,NULL,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,El hombre que se quiso matar,4,-1,NULL,-1,NULL,NULL,NULL,NULL
Paula Zurita,Inland empire,3,0,NULL,-1,NULL,NULL,-1,NULL
JLO,Eyes wide shut,5,1,NULL,0,NULL,0,NULL,-1
JLO,Barry Lyndon,5,NULL,0,0,0,1,NULL,-1
Matías Cobo,Sunshine,3,-1,NULL,1,1,NULL,NULL,NULL
Iñaki Bilbao,El hombre con rayos X en los ojos (The man with X-ray eyes),4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pruden Rodríguez,Borat,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,Premonition (Siete días),2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elena Suárez,El número 23,2,1,NULL,NULL,0,NULL,NULL,NULL
Oscar Cantero,Amor Idiota,2,NULL,NULL,0,NULL,NULL,0,NULL
Iñaki Bilbao,La maldición de la flor dorada,4,NULL,NULL,0,NULL,NULL,NULL,NULL
Ivan Sainz-Pardo,Sunshine,2,NULL,NULL,0,NULL,NULL,NULL,NULL
Francisco Bellón,La maldición de la flor dorada,5,0,NULL,1,NULL,NULL,1,1
Andrés Pons,Los Abandonados,4,NULL,NULL,-1,NULL,NULL,NULL,-1
Kamala,La vida de los otros,5,1,NULL,NULL,NULL,NULL,NULL,NULL
Ivan Sainz-Pardo,Los Abandonados,2,0,NULL,1,NULL,NULL,NULL,1
Dragon negro,Sunshine,3,NULL,NULL,0,NULL,NULL,NULL,-1
JLO,2001
Silvia Giner,La fuente de la vida,5,NULL,NULL,NULL,NULL,NULL,NULL,1
JLO,La naranja mecánica,5,0,NULL,0,0,NULL,0,0
JLO,El resplandor,4,NULL,NULL,-1,-1,NULL,NULL,0
Iñaki Bilbao,Tu la letra
Francisco Bellón,Sunshine,1,-1,NULL,NULL,NULL,NULL,-1,0
Francisco Bellón,La fuente de la vida,2,-1,NULL,NULL,NULL,NULL,0,1
Francisco Bellón,Dame 10 razones,3,0,NULL,-1,NULL,NULL,0,-1
Alex Largo,Diario de un escándalo,3,1,NULL,NULL,NULL,1,NULL,NULL
Alex Largo,Memento,5,1,NULL,NULL,NULL,NULL,1,NULL
Alex Largo,Hechizo de luna,3,NULL,1,NULL,NULL,1,1,NULL
Ramón Balcells,La fuente de la vida,4,NULL,NULL,1,NULL,NULL,NULL,-1
Marta,El jefe de todo esto,5,0,NULL,NULL,NULL,NULL,0,NULL
Iñaki Bilbao,El hombre de Rio  (L'homme de Rio),3,NULL,NULL,NULL,NULL,NULL,0,NULL
Dragon negro,Premonition (Siete días),1,NULL,NULL,-1,NULL,NULL,NULL,-1
Kiko de España,Zodiac,4,0,0,NULL,NULL,NULL,NULL,1
Oscar Cantero,Retrato de una obsesión,2,NULL,NULL,NULL,NULL,NULL,0,NULL
Francisco Bellón,Spiderman 3,1,-1,NULL,NULL,NULL,NULL,-1,-1
Berto,Sunshine,3,-1,NULL,NULL,0,NULL,NULL,NULL
Jose Contreras,Tu la letra
Iñaki Bilbao,El mejor hombre (The best man),4,1,NULL,1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Spiderman 3,3,1,NULL,-1,NULL,NULL,1,-1
Ramón Balcells,Sunshine,4,NULL,NULL,-1,0,NULL,NULL,0
Dragon negro,Spiderman 3,2,NULL,NULL,0,NULL,NULL,NULL,0
Francisco Bellón,¿Quién dice que es fácil?,2,NULL,NULL,NULL,NULL,NULL,1,0
Silvia Giner,Spiderman 3,2,NULL,NULL,NULL,NULL,NULL,NULL,1
Daniel Galindo,La maldición de la flor dorada,3,0,0,NULL,NULL,NULL,NULL,NULL
Daniel Galindo,Tuya Siempre,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Daniel Galindo,La fuente de la vida,3,0,NULL,NULL,NULL,NULL,0,NULL
Daniel Galindo,Dios o demonio (I love Miami),2,-1,NULL,NULL,NULL,NULL,NULL,NULL
Daniel Galindo,Mi hijo,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Daniel Galindo,Sunshine,3,NULL,NULL,NULL,NULL,NULL,-1,NULL
Daniel Galindo,River Queen,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Daniel Galindo,La vida en rosa,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Daniel Galindo,Moscow Zero,1,0,NULL,NULL,NULL,NULL,NULL,NULL
Daniel Galindo,Pudor,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Spiderman 3,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Robocop,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Tu la letra
Jose Contreras,La maldición de la flor dorada,1,NULL,NULL,NULL,NULL,NULL,0,NULL
Alvaro Oliva,La maldición de la flor dorada,2,-1,NULL,NULL,NULL,NULL,1,NULL
Rafa Ferrer,Seduciendo a un extraño,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Spiderman 3,3,NULL,NULL,0,NULL,NULL,NULL,NULL
Taliesin,Spiderman 3,2,-1,NULL,-1,NULL,NULL,NULL,NULL
Rafa Ferrer,Darwin Awards (Muertes de risa),3,NULL,NULL,NULL,NULL,NULL,0,NULL
JLO,Luces de la ciudad,5,-1,NULL,-1,NULL,NULL,NULL,0
JLO,Tiempos Modernos,4,NULL,NULL,1,NULL,0,NULL,1
JLO,El Gran Dictador,5,-1,NULL,-1,NULL,NULL,NULL,0
JLO,Monsieur Verdoux,5,-1,NULL,NULL,1,NULL,NULL,1
JLO,Candilejas,4,1,NULL,0,NULL,NULL,NULL,1
JLO,La Condesa de Hong Kong,2,NULL,NULL,-1,NULL,NULL,NULL,-1
JLO,300,2,0,NULL,-1,1,-1,NULL,-1
JLO,3000 millas al infierno,4,NULL,NULL,1,0,-1,NULL,NULL
JLO,Fuimos soldados,2,NULL,NULL,0,-1,NULL,NULL,0
JLO,El aviador,4,0,NULL,-1,NULL,NULL,NULL,1
Emilio Calvo de Mora,Hana-bi ( Flores de fuego ),4,-1,NULL,0,NULL,NULL,0,-1
Ramón Besonias,Brick,2,0,NULL,-1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,El gigante de hierro,4,-1,0,NULL,NULL,NULL,-1,1
Ramón Balcells,Spiderman 3,3,NULL,0,-1,0,NULL,NULL,-1
Emilio Calvo de Mora,Megavixens up!,3,0,NULL,NULL,NULL,NULL,0,0
Oscar Cantero,La sombra de nadie,3,NULL,NULL,NULL,NULL,NULL,0,NULL
Rafa Ferrer,Cabeza de perro,3,-1,-1,-1,NULL,NULL,NULL,NULL
Elena Suárez,Spiderman 3,1,1,NULL,NULL,NULL,NULL,NULL,NULL
Matías Cobo,Spiderman 3,3,NULL,NULL,0,NULL,NULL,NULL,NULL
Iñaki Bilbao,El hombre de Kiev (The Fixer),4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
José A
Rafa Ferrer,H6 Diario de un asesino,1,-1,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Garganta profunda,3,1,NULL,1,NULL,NULL,NULL,NULL
Jeremy Fox,Dame 10 razones,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jeremy Fox,La flauta mágica,4,0,NULL,-1,NULL,1,NULL,NULL
José A
Jose Contreras,Spiderman 3,2,0,NULL,0,-1,NULL,NULL,NULL
JLO,La Piscina,4,0,-1,NULL,NULL,NULL,NULL,NULL
JLO,Crimen ferpecto,3,0,0,0,0,1,NULL,1
JLO,Colateral,3,0,NULL,0,NULL,NULL,NULL,0
JLO,Robots,2,NULL,NULL,NULL,NULL,NULL,NULL,0
JLO,Sin city,3,0,NULL,NULL,NULL,0,NULL,0
Iñaki Bilbao,Demasiados secretos para un hombre sólo,3,0,NULL,0,NULL,NULL,NULL,NULL
Tito Chinchan,Spiderman 3,2,NULL,NULL,-1,NULL,NULL,NULL,NULL
Oscar Cantero,El retorno de los malditos,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,Trastorno,2,-1,0,NULL,NULL,NULL,NULL,NULL
Calaf,Spiderman 3,2,NULL,NULL,0,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Los Abandonados,2,0,0,1,NULL,NULL,NULL,NULL
Antoni Messa,Spiderman 3,2,NULL,NULL,-1,NULL,NULL,-1,0
Tyler,Spiderman 3,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Tyler,El caso Slevin,4,0,NULL,NULL,NULL,NULL,1,NULL
Tyler,Pequeña miss sunshine,5,1,NULL,NULL,NULL,NULL,NULL,NULL
Tyler,Una canción del pasado,3,0,0,NULL,NULL,NULL,NULL,NULL
Tyler,La cosecha,1,-1,0,-1,NULL,NULL,0,1
JLO,Spiderman 3,2,1,NULL,0,0,NULL,NULL,NULL
Tyler,Los amantes del círculo polar,1,-1,NULL,NULL,NULL,NULL,NULL,-1
Tyler,Dogville,1,-1,NULL,NULL,NULL,NULL,-1,NULL
Emilio Calvo de Mora,Shortbus,2,-1,NULL,NULL,NULL,NULL,NULL,-1
Paula Zurita,Borrachera de poder,3,NULL,NULL,NULL,NULL,1,-1,NULL
Emilio Calvo de Mora,Cache Escondido,2,-1,NULL,NULL,-1,NULL,-1,0
Rafa Ferrer,Premonition (Siete días),2,1,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,De hombre a hombre  (De uomo a uomo),2,NULL,NULL,-1,NULL,NULL,NULL,-1
Emilio Calvo de Mora,Domino,2,-1,NULL,NULL,NULL,NULL,NULL,NULL
José A
Silvia Giner,El niño de barro,3,-1,NULL,NULL,NULL,NULL,NULL,-1
JLO,Alejandro Magno,4,0,NULL,-1,0,NULL,NULL,-1
JLO,Hable con ella,5,0,NULL,0,NULL,NULL,NULL,-1
Antoni Messa,Tu la letra
Alberto Concepción,Spiderman 3,2,0,NULL,0,0,NULL,1,0
Luna,Alta sociedad,2,NULL,NULL,NULL,NULL,NULL,NULL,1
Jose Contreras,Diarios de la calle,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,El niño de barro,2,-1,NULL,NULL,NULL,NULL,0,0
Luna,Un engaño de lujo,2,NULL,NULL,NULL,NULL,NULL,NULL,1
Jose Contreras,Zodiac,3,NULL,NULL,NULL,NULL,NULL,-1,NULL
Emilio Calvo de Mora,Retrato de una obsesión,2,-1,NULL,NULL,NULL,NULL,NULL,-1
Iñaki Bilbao,Zodiac,4,1,NULL,NULL,NULL,NULL,0,0
Hombre Lobo,El retorno de los malditos,1,NULL,NULL,0,0,NULL,0,NULL
Ramón Besonias,Hijos de los hombres,4,0,NULL,-1,NULL,NULL,-1,NULL
Matías Cobo,Zodiac,3,0,NULL,1,NULL,NULL,0,NULL
Txapulin,Zodiac,3,-1,NULL,NULL,NULL,NULL,NULL,NULL
Txapulin,Spiderman 3,2,NULL,NULL,0,NULL,NULL,NULL,NULL
Luna,Zodiac,3,NULL,0,NULL,NULL,NULL,-1,-1
Antoni Messa,Zodiac,5,0,NULL,0,0,NULL,0,0
Alvaro Oliva,Spiderman 3,2,NULL,NULL,NULL,NULL,NULL,-1,NULL
Rafa Ferrer,Zodiac,4,-1,NULL,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,La fuente de la vida,3,1,-1,1,NULL,NULL,1,-1
Jesus Lens,Zodiac,4,0,-1,NULL,1,NULL,-1,NULL
Jeremy Fox,Zodiac,4,0,NULL,-1,NULL,NULL,-1,0
Oscar Cantero,Alta sociedad,3,0,NULL,NULL,NULL,NULL,1,NULL
Oscar Cantero,El camino de los ingleses,1,NULL,NULL,NULL,-1,NULL,0,NULL
Rafa Ferrer,88 Minutos,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JLO,El Motorista Fantasma (Ghost Rider),3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Patri,300,2,-1,NULL,NULL,NULL,NULL,0,NULL
Patri,Thirteen,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Patri,El número 23,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Patri,Flores rotas,3,NULL,NULL,NULL,-1,NULL,NULL,NULL
Patri,Trainspotting,4,-1,NULL,-1,NULL,NULL,NULL,-1
Patri,El hundimiento,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,La maldición de la flor dorada,4,1,NULL,-1,0,NULL,-1,0
Rafa Ferrer,El hundimiento,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Infiel,3,-1,-1,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Trainspotting,5,NULL,NULL,1,NULL,NULL,NULL,NULL
Rafa Ferrer,Thirteen,3,NULL,NULL,NULL,0,NULL,NULL,NULL
Emilio Calvo de Mora,Flores rotas,4,0,-1,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Diarios de la calle,4,0,NULL,NULL,NULL,NULL,0,NULL
Emilio Calvo de Mora,Keane,4,0,NULL,NULL,0,0,1,0
Francisco Bellón,Piratas del Caribe: En el Fin del Mundo,2,1,NULL,1,NULL,NULL,NULL,NULL
Patri,La ciencia del sueño,4,0,-1,NULL,NULL,NULL,0,-1
Patri,El jardinero fiel,4,NULL,NULL,NULL,NULL,-1,0,NULL
Jeremy Fox,Sunshine,3,NULL,NULL,-1,-1,NULL,-1,-1
JLO,Reservoir dogs,5,0,NULL,NULL,1,NULL,NULL,NULL
Emilio Calvo de Mora,Oldboy,5,1,1,0,NULL,NULL,0,0
Francisco Bellón,Una mujer invisible,2,0,NULL,NULL,NULL,NULL,0,0
Ramón Balcells,Zodiac,5,-1,NULL,-1,NULL,NULL,1,0
Rafa Ferrer,TMNT: Las tortugas ninja,3,0,NULL,1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Calvaire,3,0,NULL,-1,NULL,NULL,1,-1
Emilio Calvo de Mora,Moscow Zero,1,0,NULL,NULL,NULL,NULL,-1,NULL
Oscar Cantero,Piratas del Caribe: En el Fin del Mundo,3,1,NULL,NULL,NULL,NULL,0,NULL
José A
Ramón Besonias,Las partículas elementales,3,NULL,1,0,NULL,NULL,-1,NULL
Emilio Calvo de Mora,El último escalón,4,1,NULL,NULL,NULL,NULL,1,-1
Ramón Balcells,El novio de mi madre,2,NULL,NULL,NULL,NULL,NULL,NULL,0
Rafa Ferrer,¿Quién dice que es fácil?,4,0,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,La maldición de la flor dorada,3,0,NULL,NULL,-1,NULL,NULL,NULL
Bruji,Zodiac,4,0,-1,-1,0,NULL,0,NULL
JLO,Oldboy,5,0,NULL,NULL,0,NULL,NULL,NULL
JLO,Flores rotas,5,1,NULL,NULL,NULL,NULL,NULL,NULL
Ramón Besonias,Apocalypto,3,NULL,NULL,-1,NULL,NULL,NULL,NULL
Ramón Balcells,Dame 10 razones,4,NULL,NULL,-1,NULL,NULL,NULL,-1
Antoni Messa,Premonition (Siete días),3,0,NULL,NULL,NULL,NULL,NULL,1
Oscar Díez,Zodiac,4,1,NULL,NULL,0,NULL,-1,NULL
Taliesin,Piratas del Caribe: En el Fin del Mundo,3,0,NULL,0,NULL,NULL,-1,NULL
Emilio Calvo de Mora,Candy,3,NULL,0,1,NULL,NULL,0,0
José Antonio Bermúdez,300,3,1,NULL,NULL,NULL,NULL,0,NULL
Rafa Ferrer,Supersize Me,4,NULL,-1,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Réquiem por un sueño,4,-1,NULL,NULL,NULL,NULL,NULL,0
Bruji,Piratas del Caribe: En el Fin del Mundo,4,-1,NULL,-1,NULL,1,0,NULL
Bruji,Retrato de una obsesión,3,0,0,NULL,NULL,NULL,NULL,NULL
Bruji,El retorno de los malditos,1,-1,0,NULL,NULL,NULL,NULL,NULL
Bruji,Tu la letra
Bruji,Arthur y los Minimoys,3,0,0,1,NULL,NULL,0,NULL
Bruji,Apocalypto,4,0,NULL,-1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Bailar en la oscuridad,5,0,NULL,1,0,NULL,0,1
Alvaro Oliva,El retorno de los malditos,1,NULL,NULL,-1,NULL,NULL,NULL,NULL
Iñaki Bilbao,Hombres desesperados (Winnetou und sein Freund Old Firehand),2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Taliesin,Zodiac,4,0,NULL,NULL,NULL,NULL,-1,NULL
Patri,El viento que agita la cebada,3,NULL,NULL,-1,NULL,NULL,NULL,-1
Patri,Sospechosos habituales,3,NULL,NULL,NULL,NULL,-1,NULL,NULL
Emilio Calvo de Mora,El infierno,3,-1,1,NULL,NULL,NULL,NULL,NULL
Patri,Desmontando a Harry,3,NULL,NULL,-1,NULL,NULL,NULL,NULL
Txapulin,Piratas del Caribe: En el Fin del Mundo,2,NULL,NULL,0,NULL,NULL,NULL,NULL
Jose Contreras,Half Nelson,3,-1,NULL,0,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,La matanza de Texas: el origen,2,0,NULL,0,NULL,NULL,0,1
Patri,Oceans 13,2,0,NULL,NULL,0,NULL,0,0
Oscar Cantero,Entre mujeres,2,0,-1,NULL,-1,NULL,NULL,NULL
Rafa Delgado,Piratas del Caribe: En el Fin del Mundo,4,-1,NULL,1,NULL,NULL,NULL,NULL
Rafa Delgado,Zodiac,4,NULL,NULL,1,NULL,NULL,1,NULL
Ramón Besonias,Days of glory,3,-1,NULL,-1,NULL,NULL,NULL,NULL
Rafa Delgado,Dame 10 razones,4,NULL,NULL,NULL,NULL,NULL,NULL,-1
Rafa Delgado,El número 23,1,0,NULL,NULL,NULL,NULL,NULL,0
Rafa Delgado,Descubriendo a los Robinsons,4,NULL,NULL,NULL,0,NULL,NULL,NULL
Rafa Delgado,Rocky Balboa,3,1,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Operación Stormbreaker,2,0,0,0,NULL,NULL,NULL,NULL
Patri,Melinda y Melinda,2,NULL,NULL,NULL,NULL,NULL,1,NULL
Patri,Hierro 3,4,NULL,-1,NULL,0,NULL,NULL,NULL
Patri,Diamante de sangre,2,NULL,NULL,NULL,NULL,1,NULL,0
Patri,El último rey de Escocia,3,NULL,NULL,NULL,NULL,0,NULL,NULL
Patri,El hombre del tiempo,3,NULL,NULL,-1,NULL,-1,NULL,-1
Patri,Human Nature,2,1,NULL,NULL,NULL,NULL,-1,-1
Patri,Adaptation (El ladron de orquideas),5,0,NULL,NULL,NULL,0,0,0
Patri,Jo
Patri,Doce hombres sin piedad,5,NULL,NULL,NULL,NULL,NULL,0,0
Francisco Bellón,Entre mujeres,1,0,NULL,-1,NULL,NULL,1,0
Rafa Delgado,World Trade Center,2,NULL,NULL,NULL,NULL,NULL,NULL,-1
JLO,Atrápame si puedes,3,0,NULL,NULL,-1,NULL,NULL,0
JLO,Batman begins,5,NULL,NULL,NULL,NULL,-1,NULL,NULL
Iñaki Bilbao,Half Nelson,3,NULL,0,0,NULL,NULL,NULL,0
Rafa Ferrer,Érase una vez un cuento al revés,1,1,NULL,NULL,NULL,NULL,NULL,NULL
Jose Contreras,Piratas del Caribe: En el Fin del Mundo,4,NULL,NULL,NULL,0,NULL,0,NULL
Tito Chinchan,Piratas del Caribe: En el Fin del Mundo,3,NULL,NULL,-1,NULL,NULL,NULL,NULL
Patri,María Antonieta,3,1,NULL,-1,1,NULL,0,0
Luna,Tideland,2,0,NULL,NULL,NULL,NULL,-1,0
Matías Cobo,Más extraño que la ficción,3,1,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,El sonido del trueno,2,NULL,NULL,NULL,NULL,NULL,0,NULL
Emilio Calvo de Mora,El buen pastor,4,0,NULL,0,NULL,NULL,0,0
Jeremy Fox,Descubriendo a los Robinsons,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Patri,Piratas del Caribe: En el Fin del Mundo,2,NULL,NULL,-1,0,0,NULL,-1
JLO,El diario de Ana Frank,4,NULL,NULL,NULL,NULL,1,1,0
Jeremy Fox,Spiderman 3,1,0,NULL,-1,NULL,NULL,0,-1
JLO,Desmontando a Harry,5,0,NULL,NULL,NULL,NULL,NULL,-1
Ivan Sainz-Pardo,Zodiac,5,0,NULL,0,0,NULL,-1,NULL
Emilio Calvo de Mora,Corazones solitarios (Lonely Hearts),2,-1,NULL,NULL,NULL,NULL,NULL,-1
Bruji,Entre mujeres,2,-1,NULL,1,NULL,1,NULL,NULL
Matías Cobo,Dreamgirls,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pruden Rodríguez,Tideland,4,-1,-1,NULL,NULL,NULL,NULL,NULL
Patri,Closer,4,1,NULL,NULL,NULL,NULL,0,NULL
Patri,Un Final Made In Hollywood,3,0,NULL,NULL,0,0,NULL,0
Francisco Bellón,Oceans 13,3,NULL,NULL,NULL,NULL,NULL,0,-1
Silvia Giner,Dame 10 razones,4,NULL,NULL,1,NULL,NULL,NULL,0
Emilio Calvo de Mora,Sed de mal (Touch of Evil),5,0,NULL,-1,NULL,NULL,NULL,NULL
Jeremy Fox,El niño de barro,3,0,NULL,1,0,NULL,1,NULL
Iñaki Bilbao,Un hombre llamado caballo,4,NULL,NULL,0,NULL,NULL,NULL,1
Ivan Sainz-Pardo,Lost in La Mancha,4,0,NULL,-1,NULL,NULL,NULL,NULL
Ramón Balcells,Oceans 13,3,NULL,NULL,1,0,1,-1,NULL
Francisco Bellón,Enemigos Íntimos,3,0,NULL,0,1,NULL,0,1
Rafa Ferrer,Cerdos salvajes,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Bruji,El último show,4,-1,NULL,1,1,NULL,NULL,NULL
Bruji,La cosecha,3,-1,NULL,0,NULL,1,-1,NULL
Bruji,Diario de un escándalo,3,0,NULL,1,NULL,NULL,NULL,NULL
Iñaki Bilbao,Memorias de Queens,3,NULL,NULL,-1,NULL,NULL,NULL,-1
Rafa Ferrer,El Rey del Mando,3,NULL,-1,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Ekipo Ja,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,La leyenda del minotauro,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hombre Lobo,La marca del lobo,2,1,1,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,El número 23,1,-1,NULL,NULL,NULL,NULL,NULL,1
Emilio Calvo de Mora,Pasión de los fuertes,5,1,NULL,NULL,NULL,NULL,NULL,NULL
Yul B
Antoni Messa,Tideland,3,-1,1,NULL,-1,NULL,NULL,1
Antoni Messa,La ganadora,3,NULL,-1,NULL,1,NULL,1,0
Emilio Calvo de Mora,Half Nelson,3,NULL,NULL,1,NULL,NULL,0,-1
Jose Contreras,Oceans 13,2,NULL,NULL,NULL,0,NULL,NULL,NULL
JLO,Shrek 2,3,NULL,1,NULL,NULL,NULL,NULL,0
Red Stovall,Tideland,1,NULL,-1,0,0,NULL,0,-1
Bruji,Oceans 13,3,0,1,NULL,-1,NULL,0,NULL
Ramón Besonias,Piratas del Caribe: En el Fin del Mundo,2,0,NULL,NULL,NULL,NULL,NULL,0
Ramón Besonias,La noche de los girasoles,3,NULL,-1,-1,0,NULL,0,NULL
Iñaki Bilbao,El hombre sin fronteras (The Hired Hand),3,1,1,1,NULL,NULL,NULL,NULL
Pruden Rodríguez,Bajo las estrellas,4,NULL,NULL,NULL,1,NULL,NULL,NULL
Francisco Bellón,Memorias de Queens,1,-1,NULL,NULL,NULL,NULL,-1,1
Silvia Giner,Piratas del Caribe: En el Fin del Mundo,3,0,NULL,0,NULL,NULL,NULL,NULL
Francisco Bellón,Bajo las estrellas,3,0,-1,NULL,NULL,NULL,-1,-1
Ramón Balcells,Diario de un escándalo,4,NULL,NULL,NULL,NULL,1,NULL,NULL
Emilio Calvo de Mora,Me siento rejuvenecer,5,0,NULL,0,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,The messengers,2,NULL,-1,NULL,NULL,NULL,NULL,0
Emilio Calvo de Mora,Black snake moan,2,0,NULL,NULL,NULL,1,NULL,-1
Bruji,Carta a tres esposas,4,1,NULL,0,NULL,NULL,0,NULL
Luna,Bajo las estrellas,3,NULL,NULL,1,NULL,NULL,NULL,1
Patri,Piratas del Caribe: En el Fin del Mundo,3,NULL,NULL,-1,0,0,NULL,-1
José A
Hombre Lobo,Hostel 2,4,0,NULL,NULL,0,NULL,NULL,NULL
JLO,Segunda piel,3,NULL,NULL,1,NULL,1,NULL,1
JLO,El imperio del fuego,2,NULL,NULL,NULL,NULL,0,NULL,-1
JLO,Maybe Baby,4,1,NULL,-1,0,0,NULL,NULL
JLO,El hundimiento,5,1,NULL,NULL,NULL,-1,1,-1
Iñaki Bilbao,Corazones solitarios (Lonely Hearts),3,NULL,NULL,-1,NULL,NULL,NULL,NULL
Rafa Delgado,Hostel 2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iñaki Bilbao,Bajo las estrellas,3,NULL,NULL,NULL,NULL,NULL,0,NULL
Emilio Calvo de Mora,Comandante,3,-1,NULL,NULL,-1,NULL,NULL,NULL
Oscar Cantero,Teléfono rojo volamos hacia Moscú,5,NULL,NULL,0,NULL,NULL,NULL,NULL
Rafa Ferrer,Entre mujeres,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Delgado,300,3,0,NULL,-1,1,NULL,NULL,NULL
Rafa Delgado,V de Vendetta,5,NULL,NULL,1,NULL,NULL,NULL,NULL
Ramón Besonias,Zodiac,4,-1,NULL,-1,0,NULL,-1,NULL
Florinda Chic,Tideland,2,-1,0,-1,NULL,NULL,NULL,NULL
Florinda Chic,Bajo las estrellas,4,NULL,1,NULL,NULL,NULL,NULL,NULL
Beatriz Perez,Hostel 2,1,NULL,NULL,0,1,NULL,NULL,-1
Caruco,Bajo las estrellas,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Enrique Colmena,Historia de un crimen,3,1,NULL,NULL,NULL,-1,NULL,NULL
