user_id,item_id,rating,ATMOSPHERE,BUILDING,BUILDING_ELEVATOR,BUILDING_HALL,DECOR,ENTARTAINMENT,ENTARTAINMENT_CASINO,ENTARTAINMENT_SHOPPING,ENTARTAINMENT_SPA,EXPERIENCE,EXPERIENCE_CHECKIN,EXPERIENCE_COMPANY,EXPERIENCE_COMPLAINTS,EXPERIENCE_OCCASION,EXPERIENCE_RESERVATION,FLIGHT,FOOD_DRINKS,FOOD_FOOD,FOOD_FOOD_DESERT,FOOD_RESTAURANT,GENERAL,HOTEL,INTERNET,LOCATION,MONEY,PARKING,ROOM_BATHROOM,ROOM_BED,ROOM_CLEANLINESS,ROOM_EQUIPMENT,ROOM_INTERIOR,ROOM_OVERALL,ROOM_SMOKE,SERVICE,SERVICE_FRONT_DESK,SERVICE_MANAGEMENT,SERVICE_SECURITY,SERVICE_WAITER,SERVISE_MAID,SPORT_GYM,SPORT_POOL,TAXI
XIOTsKjvbMLp-i-p-x5RvA,UtVMTQwKxQMJBQSlbuEqCw,2,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,-1,0,0,NULL,NULL,NULL,NULL,NULL,NULL
pb56GNwHDAWjbIvkQVOFLg,UtVMTQwKxQMJBQSlbuEqCw,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,-1,-1,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5YdQ15dC5CfWnokMVmWVpQ,UtVMTQwKxQMJBQSlbuEqCw,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
7hJjJTSt_nRfp-LEziBIhg,UtVMTQwKxQMJBQSlbuEqCw,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AbCZok-gGI51YhzX5u2cng,UtVMTQwKxQMJBQSlbuEqCw,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,NULL,1,NULL,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
btEwq3JoRLYP6xy8t6C--A,UtVMTQwKxQMJBQSlbuEqCw,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ho9wE60C0HfVaGQiwatZeA,UtVMTQwKxQMJBQSlbuEqCw,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,-1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
JHmO-lVrHA0njKnQnZ8qLA,UtVMTQwKxQMJBQSlbuEqCw,2,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,1,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ya4TRuI4azrp_Ju-QZMliQ,p-qs3em_s9Xizo8DCeP2ZQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
y8qJqvcrwd16KINREI5JTw,p-qs3em_s9Xizo8DCeP2ZQ,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0,-1,NULL,-1,1,NULL,0,-1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1Fm7fpJq15ggZHJuYPkKRA,p-qs3em_s9Xizo8DCeP2ZQ,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,-1,0,-1,NULL,-1,NULL,1,NULL,-1,NULL,NULL,1,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,1,NULL
Amk6N13po0Xx6G9YEaXjrA,p-qs3em_s9Xizo8DCeP2ZQ,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9RNKli8K96DOJ2gpRO-Phg,p-qs3em_s9Xizo8DCeP2ZQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,1,1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
5HuB9scazc114pGqDXuehg,p-qs3em_s9Xizo8DCeP2ZQ,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7FuLnS_-b79GG-33mwLaMg,_5pEu2d9tFzqqVXLJJb5KQ,4,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,0,-1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
Z1kxY2ylzi2X8uDl8OIHAQ,_5pEu2d9tFzqqVXLJJb5KQ,4,NULL,NULL,NULL,1,NULL,NULL,NULL,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,1,NULL,1,NULL,1,NULL,0,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL
BTKjGAOLe-ZY8bPGHGb0jw,_5pEu2d9tFzqqVXLJJb5KQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
PzYWzSKJ_HcwNKPD_f1cXw,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JMX6jmgR53yfU5NjA0kgQw,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL
LVXshh7j6lDfdiPK2PAG2w,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
4dnDsoHuxUtzhaumxbpR5w,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,-1,1,NULL,NULL,NULL,1,NULL,1,0,NULL,NULL,NULL,1,NULL,NULL,NULL
g70-T0pdyb0pfyHcwDAhWg,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
XggBk7qU_-bIF0Ou6GcSJA,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PhwgVPqpJlxu40AxAOUBbg,WFDxa8r0sT2ZnehYTyT1LQ,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,-1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
r_5slEuf2V8ab3SZMHVfgA,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,1,1,NULL,NULL,NULL,0,NULL,1,NULL,NULL,1,1,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,NULL
sDDVSSr9DZFGhexEt3ifnQ,WFDxa8r0sT2ZnehYTyT1LQ,3,NULL,NULL,NULL,-1,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,-1,NULL,0,1,NULL,0,NULL,1,0,1,-1,NULL,-1,NULL,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UyoyLU261yg7uJ5LSS1IDQ,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,-1,NULL,0,NULL,NULL,-1,NULL,0,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL
WUW0-9wUeP6OJYa-WnavtA,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,NULL
Gufy6uhnG3VD3vgvgKOICQ,WFDxa8r0sT2ZnehYTyT1LQ,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL,NULL,1,NULL,NULL,-1,NULL,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL
7IDrIE25THtD3Zy7QyFvLw,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
hhEdwtrjXzESAQJzQwQcgQ,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
_N-DeS909pOyryxC0mMAjw,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
nYa0GRbjizzzKoVOm9-lsQ,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,1,NULL,-1,NULL,1,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gUcRzKqIei8KJxmeZRz6hw,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,-1,NULL,-1,NULL,1,NULL,NULL,NULL,NULL,-1,1,NULL,NULL,1,NULL,NULL,-1,-1,NULL,NULL,NULL,NULL,NULL,1,NULL
5AEmSyzLN9prcvdD3iV8GA,WFDxa8r0sT2ZnehYTyT1LQ,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,1,NULL,NULL,-1,1,1,NULL,NULL,NULL,1,0,NULL,1,1,NULL,NULL,NULL,NULL,NULL,0,NULL
onCVo3jNuKsSk8HcpDE1sQ,WFDxa8r0sT2ZnehYTyT1LQ,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL
fczQCSmaWF78toLEmb0Zsw,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,0,NULL,NULL,0,NULL,1,1,NULL,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,1,NULL
0g8H0jBLrYuooQoE-OaJsQ,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fCkIzkDnoJD798LK7xtesQ,WFDxa8r0sT2ZnehYTyT1LQ,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,1,NULL,NULL,NULL,1,1,-1,0,NULL,NULL,NULL,NULL,1,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
WDQp5CZH-8jwMKdKF_k_DQ,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,-1,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
fl6oI21uXoxVMwfR6lFanQ,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,-1,NULL,NULL,-1,1,0,NULL,1,-1,NULL,NULL,NULL,NULL,NULL,1,NULL
3t3R4d2R_4xDo9d8hNxc_w,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL
VEIQIyFj-9aAykheNbma1w,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,0,1,NULL,1,NULL,NULL,NULL,1,1,NULL,1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
nETQKzamHokPBNCDBi2lxg,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dqj7QQrDeaOfKUpxaj0stQ,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3ZTYk3eMDaaASLV9Ku9hRQ,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QNvXmQ2NtpYT800igOKXBA,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,NULL,NULL,1,-1,NULL,NULL,NULL,NULL,-1,0,1,NULL,0,NULL,NULL,0,NULL,1,NULL,0,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL
15g4iUlBLv2mV7xMBmi_2w,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
wHg1YkCzdZq9WBJOTRgxHQ,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,1,1,1,1,NULL,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
O8eUfJtrkphxNK3XhOGJRQ,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,NULL,-1,NULL,NULL,NULL,NULL,1,0,-1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
s4T6MMzcmnTvIzwQC_YICw,WFDxa8r0sT2ZnehYTyT1LQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,1,NULL,1,NULL,0,0,0,NULL,NULL,NULL,0,NULL,1,-1,NULL,0,NULL,NULL,NULL,NULL,0,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
9IEiWJHFZwCWrxFI_DMgnQ,WFDxa8r0sT2ZnehYTyT1LQ,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,-1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
EpcyN9N03fDheFO5_nctMw,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J-RR0HXhUgd-Hep_U06PJA,WFDxa8r0sT2ZnehYTyT1LQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
HzOXWuppsLyjy2iXEuXjRQ,8ZwO9VuLDWJOXmtAdc7LXQ,4,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0,-1,NULL,NULL,NULL,NULL,0,NULL,1,NULL,1,NULL,NULL,0,NULL,0,0,NULL,0,0,0,NULL,-1,NULL,NULL,NULL,0,NULL,NULL,0,NULL
-FPIpc23bY0cG0JqQEHu_w,8ZwO9VuLDWJOXmtAdc7LXQ,2,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,-1,NULL,0,-1,-1,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL
Ovpa3S8xD96dLE5eDxcxJg,8ZwO9VuLDWJOXmtAdc7LXQ,4,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,0,NULL,NULL,1,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
03Wi3xFOI_DUcsIoRQDTBQ,8ZwO9VuLDWJOXmtAdc7LXQ,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,NULL,NULL,NULL,-1,NULL,NULL,NULL,-1,NULL,NULL,NULL
1yzxgPc2zaV112z4x1x-cg,8ZwO9VuLDWJOXmtAdc7LXQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L5iWYCiwzxFx0vM13Yi-gg,8ZwO9VuLDWJOXmtAdc7LXQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,1,NULL,0,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
KVFGhZejti0PRgrMK4FT6g,8ZwO9VuLDWJOXmtAdc7LXQ,4,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,-1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
sXWvDlMQspjJ1zzr3cEM7Q,8ZwO9VuLDWJOXmtAdc7LXQ,3,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,-1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,-1,0,NULL,-1,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL
-CKutXMmEuP47OJX0uJSUg,8ZwO9VuLDWJOXmtAdc7LXQ,5,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,-1,NULL,NULL,NULL,0,NULL,NULL,1,NULL,1,NULL,NULL,0,NULL,0,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
tVzYAXqwBBry3WCQEtzsAw,8ZwO9VuLDWJOXmtAdc7LXQ,2,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,-1,NULL,NULL,NULL,1,NULL,NULL,0,NULL,1,-1,NULL,0,0,1,1,-1,0,0,1,NULL,1,0,0,NULL,NULL,1,-1,1,NULL
zt7Yfeld6yR_bD4EKaOMjQ,8ZwO9VuLDWJOXmtAdc7LXQ,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-1,NULL,-1,NULL,NULL,0,1,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
gq_G5VCDziyEV2-bzGuqzw,8ZwO9VuLDWJOXmtAdc7LXQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8st1tTqaY91Z-5Ye77r8Hg,8ZwO9VuLDWJOXmtAdc7LXQ,5,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
