user_id,item_id,rating,efectos,comedia,genero,film,personajes,protagonista,mundo,escenas,espectador,epoca
Pablo López,Casino Royale,3,,,,1.0,,,,,,
Yojimbo,Borat,3,,,,,-1.0,,,,,
Dragon negro,El perfume,4,,,1.0,,,,,,-1.0,
Caruco,El perfume,3,,,1.0,,,,,,-1.0,
Nisuyaves,El perfume,2,,,1.0,,,,,,-1.0,
Jessica Delgado,El perfume,4,,,1.0,,,,,,-1.0,
Emilio Calvo de Mora,Lolita,5,-1.0,,,,,,,,-1.0,
Plissken,El perfume,5,,,1.0,,,,,,-1.0,
Plissken,El ilusionista,2,,,,,,,,,1.0,1.0
Elena Suárez,El perfume,2,,,1.0,,,,,,-1.0,
Rafa Ferrer,Ratónpolis,4,1.0,,0.0,,,,,,,
Oscar Cantero,Déjà Vu,2,,,,-1.0,,,,,,
Oscar Cantero,Los fantasmas de Goya,2,-1.0,,,,-1.0,,,,-1.0,
Jesus Lens,Borat,2,,,,,-1.0,,,,,
Elena Suárez,El ilusionista,4,,,,,,,,,1.0,1.0
Daniel Galindo,El camino de los ingleses,4,-1.0,,,,,,,-1.0,-1.0,
Berto,Casino Royale,4,,,,1.0,,,,,,
Elena Suárez,Ratónpolis,3,1.0,,0.0,,,,,,,
Jose Contreras,Ratónpolis,3,1.0,,0.0,,,,,,,
José A. Peig,El ilusionista,3,,,,,,,,,1.0,1.0
Silvia,Va a ser que nadie es perfecto,3,,,,,,1.0,,,,
Radon,Ratónpolis,2,1.0,,0.0,,,,,,,
Rafa Marin,Déjà Vu,4,,,,-1.0,,,,,,
Red Stovall,Déjà Vu,1,,,,-1.0,,,,,,
José Córdoba,Casino Royale,4,,,,1.0,,,,,,
Enrique Colmena,El camino de los ingleses,2,-1.0,,,,,,,-1.0,-1.0,
Alvaro Oliva,Borat,3,,,,,-1.0,,,,,
Jesus Lens,Casino Royale,4,,,,1.0,,,,,,
José A. Peig,Déjà Vu,2,,,,-1.0,,,,,,
Rafa Marin,Casino Royale,2,,,,1.0,,,,,,
Caruco,Brick,3,,,,,,,,,-1.0,
Tito Chinchan,Los fantasmas de Goya,2,-1.0,,,,-1.0,,,,-1.0,
Moriarty,The holiday,1,,,,-1.0,,,,,,
Tito Chinchan,Agitese antes de usarla,2,0.0,,,,,0.0,,,,
Silvia,Pequeña miss sunshine,4,,,1.0,,,,,,,
Ana,El camino de los ingleses,2,-1.0,,,,,,,-1.0,-1.0,
Yul B.,Casino Royale,2,,,,1.0,,,,,,
Bloody Will,El perfume,2,,,1.0,,,,,,-1.0,
Yul B.,El camino de los ingleses,3,-1.0,,,,,,,-1.0,-1.0,
Bloody Will,Déjà Vu,3,,,,-1.0,,,,,,
Emilio Calvo de Mora,Jackass 2,1,,,-1.0,,,,,,-1.0,
Emilio Calvo de Mora,Primera plana,5,,,,,,,,,,-1.0
Kiko de España,Brick,4,,,,,,,,,-1.0,
Oscar Cantero,The holiday,1,,,,-1.0,,,,,,
Silvia,El ilusionista,3,,,,,,,,,1.0,1.0
Matías Cobo,El camino de los ingleses,2,-1.0,,,,,,,-1.0,-1.0,
Cp,Déjà Vu,2,,,,-1.0,,,,,,
Emilio Calvo de Mora,Ellos,2,,,,,,,,,,-1.0
Emilio Calvo de Mora,Ficción,3,,,,,,,,,-1.0,
Caty,Saw 3,3,,,-1.0,,,,,-1.0,-1.0,
Radon,Happy feet,4,,,,,,1.0,,,,
Jose Contreras,Happy feet,3,,,,,,1.0,,,,
Oscar Cantero,Harry poter y el caliz de fuego,3,,,,,,,1.0,,,
Oscar Cantero,Casanova,3,-1.0,,,,,,,,-1.0,
Calaf,El ilusionista,4,,,,,,,,,1.0,1.0
Calaf,Happy feet,4,,,,,,1.0,,,,
José A. Peig,Perros de paja,5,,,,,,,,,-1.0,
Emilio Calvo de Mora,Ciudad de Dios,5,,,,-1.0,-1.0,,,,-1.0,
Emilio Calvo de Mora,El ilusionista,3,,,,,,,,,1.0,1.0
Tito Chinchan,Happy feet,5,,,,,,1.0,,,,
José Córdoba,El perfume,3,,,1.0,,,,,,-1.0,
Taliesin,Casino Royale,4,,,,1.0,,,,,,
Txapulin,Borat,1,,,,,-1.0,,,,,
Txapulin,Pequeña miss sunshine,4,,,1.0,,,,,,,
Daniel Galindo,Happy feet,3,,,,,,1.0,,,,
Txapulin,Renaissance,3,,,,-1.0,,,,,-1.0,
Jeremy Fox,Casino Royale,4,,,,1.0,,,,,,
Tito Chinchan,Déjà Vu,2,,,,-1.0,,,,,,
Silvia Giner,Casino Royale,4,,,,1.0,,,,,,
Silvia,Borat,2,,,,,-1.0,,,,,
Emilio Calvo de Mora,Brick,2,,,,,,,,,-1.0,
Caruco,Grbavica,3,,,,,-1.0,,,,-1.0,
Francisco Bellón,The holiday,1,,,,-1.0,,,,,,
Radon,Los Borgia,3,,,,,,-1.0,,,-1.0,
Alberto Concepción,Camino a la perdición,4,,,,1.0,,,,,1.0,
Alberto Concepción,El Pianista,5,,1.0,,,,,,,,
Alberto Concepción,La vida es bella,3,,,,,,,,-1.0,,
Alberto Concepción,Crash,4,,,,1.0,,,,,1.0,
Alberto Concepción,La joya de la familia,2,,-1.0,,,,,,,,
Txapulin,Brick,4,,,,,,,,,-1.0,
Tito Chinchan,Borat,1,,,,,-1.0,,,,,
Tito Chinchan,Nausicaä del valle del viento,4,-1.0,,,,-1.0,,,,,
Rafa Ferrer,El código Da Vinci,3,-1.0,,,,,,,,-1.0,-1.0
Emilio Calvo de Mora,El último tango en París,5,-1.0,,,,,,,,,
Oscar Cantero,Irresistible,1,,,,,,,,,0.0,
José A. Peig,La joven del agua,3,,,,,,,1.0,,,
Manel Juanico,Supervixens,4,,,,,,-1.0,,,-1.0,
Oscar Cantero,Creep,1,,,,,,0.0,,,,
Manel Juanico,The rocky horror picture show,5,,,1.0,,,,,,,
Rafa Martín,Brick,4,,,,,,,,,-1.0,
Oscar Cantero,El extraño,5,,,0.0,,,,,,1.0,
Oscar Cantero,El juego de los idiotas,4,,,0.0,,,,0.0,,,
Oscar Cantero,El código Da Vinci,2,-1.0,,,,,,,,-1.0,-1.0
Matías Cobo,Eragon,1,-1.0,,,,,,,,,
Francisco Bellón,Eragon,1,-1.0,,,,,,,,,
Ricard Marcet,Lilith,4,,1.0,,,,,,,1.0,
Ibán Manzano,Babel,5,,,,-1.0,,,,,,
Francisco Bellón,Mia Sarah,4,,,,-1.0,,,,-1.0,,
Caruco,Eragon,2,-1.0,,,,,,,,,
Caruco,Réquiem (El exorcismo de Micaela),2,,,,,,,,0.0,-1.0,
Emilio Calvo de Mora,Eragon,1,-1.0,,,,,,,,,
Enrique Colmena,El perfume,3,,,1.0,,,,,,-1.0,
Bloody Will,Eragon,2,-1.0,,,,,,,,,
Ramón Balcells,Déjà Vu,3,,,,-1.0,,,,,,
Ramón Balcells,Casino Royale,4,,,,1.0,,,,,,
Silvia,La noche de los girasoles,4,,,,,,,,-1.0,,
Silvia,En la ciudad,4,,,,,,,,,-1.0,
Alberto Concepción,Brick,3,,,,,,,,,-1.0,
José A. Peig,Eragon,1,-1.0,,,,,,,,,
Jose Luis,Casino Royale,4,,,,1.0,,,,,,
Jose Luis,Hijos de los hombres,5,,,-1.0,,,,,,-1.0,
Jose Luis,Infiltrados,4,,,,,,,,-1.0,,
Jose Luis,Babel,4,,,,-1.0,,,,,,
Rafa Ferrer,Volver,3,,,,,,,,,1.0,
Rafa Ferrer,La casa de cera,2,,,,,,,,,,-1.0
Jose Luis,Pequeña miss sunshine,5,,,1.0,,,,,,,
Tito Chinchan,Eragon,3,-1.0,,,,,,,,,
Oscar Cantero,Fresas Salvajes,4,0.0,,,,,,,,-1.0,
Oscar Cantero,Volver,4,,,,,,,,,1.0,
Jeremy Fox,Déjà Vu,2,,,,-1.0,,,,,,
Radon,The Queen,3,-1.0,,,,,,,,-1.0,
Oscar Cantero,La alianza del mal,1,,,,,,,-1.0,,,
Dragon negro,Pequeños grandes héroes,2,-1.0,1.0,,,,,,,,
Dragon negro,Arthur y los Minimoys,4,-1.0,,,,,,,,,-1.0
Dragon negro,La alianza del mal,1,,,,,,,-1.0,,,
Emilio Calvo de Mora,Mentes en blanco,3,,0.0,,,,,,,1.0,
Emilio Calvo de Mora,Hijos de los hombres,4,,,-1.0,,,,,,-1.0,
Silvia,Nueve vidas,4,,,,1.0,,,,,1.0,
Oscar Cantero,Descubriendo el Cielo,3,,,,,,,,,1.0,1.0
Oscar Cantero,Blood creature,2,,,,,,,,,0.0,
Rafa Ferrer,Borat,2,,,,,-1.0,,,,,
José A. Peig,Dentro del laberinto,3,,,,,,,1.0,,1.0,
Rafa Ferrer,Arthur y los Minimoys,2,-1.0,,,,,,,,,-1.0
Caruco,Mentes en blanco,3,,0.0,,,,,,,1.0,
Elena Suárez,Eragon,3,-1.0,,,,,,,,,
Oscar Cantero,El Polaquito,4,,,,-1.0,,-1.0,,,-1.0,
Oscar Cantero,Nueve reinas,3,-1.0,,,,,,,,,
Daniel Galindo,Arthur y los Minimoys,3,-1.0,,,,,,,,,-1.0
Daniel Galindo,Eragon,2,-1.0,,,,,,,,,
Daniel Galindo,Quinceañera,3,,,,,,,,,-1.0,
Daniel Galindo,Mia Sarah,2,,,,-1.0,,,,-1.0,,
Silvia Giner,Lila dice,5,1.0,,,,,,,,,
Silvia Giner,Infiltrados,4,,,,,,,,-1.0,,
Victor Trujillo,Happy feet,2,,,,,,1.0,,,,
Rafa Martín,Candida,4,,,,,,-1.0,,,,
Rafa Martín,La alianza del mal,1,,,,,,,-1.0,,,
Rafa Ferrer,Banderas de nuestros padres,4,,,,,,,,-1.0,,
Rafa Ferrer,Diamante de sangre,3,,,,,,,,,-1.0,
Tito Chinchan,Rocky Balboa,4,,,,,1.0,,,,,
Tito Chinchan,La alianza del mal,3,,,,,,,-1.0,,,
Ramón Balcells,Happy feet,4,,,,,,1.0,,,,
Ramón Balcells,The Queen,5,-1.0,,,,,,,,-1.0,
Ramón Balcells,Hijos de los hombres,5,,,-1.0,,,,,,-1.0,
Ramón Balcells,Infiltrados,5,,,,,,,,-1.0,,
Ramón Balcells,El laberinto del fauno,5,,,,,,,-1.0,,,
Ramón Balcells,Click,2,,-1.0,,,,,,,,
Ramón Balcells,World Trade Center,2,,,,-1.0,,,,,,
Ramón Balcells,Nueve vidas,5,,,,1.0,,,,,1.0,
Oscar Cantero,El regreso,2,,0.0,,,,,,,,
Ramón Balcells,La joven del agua,4,,,,,,,1.0,,,
Ramón Balcells,Alatriste,2,-1.0,,,,,,,,,
Ramón Balcells,Piratas del Caribe 2,2,-1.0,,,,,,,,-1.0,
Ramón Balcells,Desayuno en Plutón,5,,,,1.0,,0.0,,,1.0,
Ramón Balcells,Salvador,4,-1.0,,,-1.0,,,,,-1.0,
Ramón Balcells,United 93,5,,,,-1.0,,,,,,
Ramón Balcells,Scoop,3,1.0,,,,,,,,,
Ramón Balcells,Superman returns,2,-1.0,,,,,,,,,
Ramón Balcells,La sombra de la sospecha,2,,,,,,,,,1.0,
Ramón Balcells,El señor de la guerra,3,,-1.0,,,,,,,-1.0,
Ramón Balcells,Una verdad incómoda,5,,,,,,,-1.0,,,
Oscar Cantero,Sky Captain,3,,1.0,,,,,1.0,,,
Emilio Calvo de Mora,Déjà Vu,2,,,,-1.0,,,,,,
"Emilio Calvo de Mora,""Dulce Emma, querida Bobbe"",5,,,,,,,,1.0,1.0,"
Emilio Calvo de Mora,The holiday,1,,,,-1.0,,,,,,
Jeremy Fox,El camino de los ingleses,1,-1.0,,,,,,,-1.0,-1.0,
Rafa Ferrer,Casino Royale,4,,,,1.0,,,,,,
Silvia,Azuloscurocasinegro,5,,,,1.0,,,,,,
Silvia,15 días contigo,4,,,,0.0,,,0.0,,,
Emilio Calvo de Mora,La alianza del mal,1,,,,,,,-1.0,,,
Ramón Balcells,Babel,5,,,,-1.0,,,,,,
Francisco Bellón,Luces al atardecer,3,,,,-1.0,,,,,,
Ana,Brick,5,,,,,,,,,-1.0,
Caruco,Babel,2,,,,-1.0,,,,,,
Francisco Bellón,La casa de tus sueños,1,-1.0,,,,,,,,,
Rafa Ferrer,Noel,3,,,,,0.0,,,,,
Francisco Bellón,Babel,5,,,,-1.0,,,,,,
Elena Suárez,Babel,3,,,,-1.0,,,,,,
Dario Lavia,Doctor X,3,,,,,,,,,0.0,
Dario Lavia,The return of Doctor X,2,,,,,,,,-1.0,-1.0,
Dario Lavia,Mad love,3,,,,,,,,,,-1.0
Vsancha,Brick,4,,,,,,,,,-1.0,
Silvia,El intruso,3,,,,1.0,,,,,-1.0,-1.0
Oscar Cantero,La central,1,-1.0,,,,,,,,,
Oscar Cantero,Serenity,3,-1.0,,,-1.0,,,,,,
Francisco Bellón,Banderas de nuestros padres,5,,,,,,,,-1.0,,
Ramón Balcells,El ilusionista,3,,,,,,,,,1.0,1.0
Mary Carmen Rodriguez,Babel,5,,,,-1.0,,,,,,
Silvia Giner,Babel,4,,,,-1.0,,,,,,
Caruco,Luces al atardecer,3,,,,-1.0,,,,,,
Berto,Candida,3,,,,,,-1.0,,,,
Emilio Calvo de Mora,El pisito,5,,,,,,,,,-1.0,
Kiko de España,Banderas de nuestros padres,2,,,,,,,,-1.0,,
Oscar Cantero,María Antonieta,3,,,-1.0,,,,,,,
Alberto Concepción,Banderas de nuestros padres,4,,,,,,,,-1.0,,
Calaf,Babel,3,,,,-1.0,,,,,,
José A. Peig,Babel,2,,,,-1.0,,,,,,
Jose Contreras,Banderas de nuestros padres,2,,,,,,,,-1.0,,
Jose Contreras,María Antonieta,2,,,-1.0,,,,,,,
Oscar Cantero,Candida,4,,,,,,-1.0,,,,
Francisco Bellón,María Antonieta,1,,,-1.0,,,,,,,
Ana,Pequeña miss sunshine,3,,,1.0,,,,,,,
Puspus,El perfume,4,,,1.0,,,,,,-1.0,
Rafa Marin,Banderas de nuestros padres,3,,,,,,,,-1.0,,
Dino,Rocky Balboa,2,,,,,1.0,,,,,
Emilio Calvo de Mora,Hard candy,3,,,,,,,,,-1.0,
Radon,Arthur y los Minimoys,5,-1.0,,,,,,,,,-1.0
Alberto Concepción,Babel,3,,,,-1.0,,,,,,
José A. Peig,Mulholland drive,4,,,,,,,,,-1.0,
Tito Chinchan,Candida,2,,,,,,-1.0,,,,
Tito Chinchan,El próximo Oriente,5,,,,1.0,,,,,0.0,
Ana,El truco final (The Prestige),3,,,,,,-1.0,,,,
Rafa Martín,Rocky Balboa,3,,,,,1.0,,,,,
Jeremy Fox,Eragon,1,-1.0,,,,,,,,,
Plissken,Candida,2,,,,,,-1.0,,,,
Natalia Eseverri,Banderas de nuestros padres,4,,,,,,,,-1.0,,
Jeremy Fox,The holiday,3,,,,-1.0,,,,,,
Jeremy Fox,Ratónpolis,3,1.0,,0.0,,,,,,,
Tito Chinchan,Ratónpolis,3,1.0,,0.0,,,,,,,
Elena Suárez,María Antonieta,2,,,-1.0,,,,,,,
Jesus Lens,El ilusionista,3,,,,,,,,,1.0,1.0
Francisco Bellón,El truco final (The Prestige),3,,,,,,-1.0,,,,
Francisco Bellón,Mujeres en el parque,3,,,,-1.0,,-1.0,,,-1.0,
Emilio Calvo de Mora,Mujeres en el parque,4,,,,-1.0,,-1.0,,,-1.0,
Enrique Colmena,Luces al atardecer,3,,,,-1.0,,,,,,
Jeremy Fox,Babel,4,,,,-1.0,,,,,,
Enrique Colmena,Mujeres en el parque,1,,,,-1.0,,-1.0,,,-1.0,
Elena Suárez,Apocalypto,4,,,,,,,-1.0,,,
Bloody Will,Candida,3,,,,,,-1.0,,,,
Yul B.,El truco final (The Prestige),3,,,,,,-1.0,,,,
Yul B.,Arthur y los Minimoys,3,-1.0,,,,,,,,,-1.0
Bloody Will,Babel,4,,,,-1.0,,,,,,
Bloody Will,María Antonieta,1,,,-1.0,,,,,,,
Kahzrrak,Eragon,2,-1.0,,,,,,,,,
Kahzrrak,La alianza del mal,2,,,,,,,-1.0,,,
Plissken,Mujeres en el parque,2,,,,-1.0,,-1.0,,,-1.0,
Francisco Bellón,La Caja Kovak,4,,,,-1.0,,,,,,
Ana,El ilusionista,3,,,,,,,,,1.0,1.0
Ramón Balcells,María Antonieta,4,,,-1.0,,,,,,,
Jose Contreras,El truco final (The Prestige),2,,,,,,-1.0,,,,
Elena Suárez,Mujeres en el parque,2,,,,-1.0,,-1.0,,,-1.0,
Alberto Concepción,El truco final (The Prestige),4,,,,,,-1.0,,,,
Rafa Marin,El truco final (The Prestige),5,,,,,,-1.0,,,,
José A. Peig,Salvar al soldado Ryan,3,,,,,,,,,-1.0,
Caruco,Rocky Balboa,2,,,,,1.0,,,,,
Pablo López,El truco final (The Prestige),3,,,,,,-1.0,,,,
Jesus Lens,Babel,3,,,,-1.0,,,,,,
Jose Contreras,La Caja Kovak,3,,,,-1.0,,,,,,
Rafa Ferrer,Candida,3,,,,,,-1.0,,,,
Rafa Ferrer,Pequeño pero matón,3,-1.0,,,,,-1.0,-1.0,,,
Tito Chinchan,El truco final (The Prestige),4,,,,,,-1.0,,,,
Silvia Giner,María Antonieta,2,,,-1.0,,,,,,,
Silvia Giner,El truco final (The Prestige),4,,,,,,-1.0,,,,
José A. Peig,Alatriste,2,-1.0,,,,,,,,,
Emilio Calvo de Mora,María Antonieta,2,,,-1.0,,,,,,,
Caruco,La Caja Kovak,3,,,,-1.0,,,,,,
Rafa Ferrer,El jefe,3,,,,,,-1.0,,,,
Tito Chinchan,La vida en juego,3,-1.0,,,,,,,,,
Elena Suárez,Luces al atardecer,2,,,,-1.0,,,,,,
José A. Peig,El truco final (The Prestige),3,,,,,,-1.0,,,,
Ana,Recortes de mi vida,3,,,,-1.0,,,,,,
Taliesin,Babel,4,,,,-1.0,,,,,,
Oscar Cantero,Sospecha,3,0.0,,,1.0,,,,,0.0,
Tito Chinchan,Karate Kid,5,,,,,,,-1.0,,,
Tito Chinchan,Braveheart,5,,,,,,,-1.0,,-1.0,
José A. Peig,Braveheart,4,,,,,,,-1.0,,-1.0,
Rafa Ferrer,Noche en el museo,3,1.0,,,,,,-1.0,,,
Matías Cobo,El truco final (The Prestige),2,,,,,,-1.0,,,,
Rafa Ferrer,Pequeña miss sunshine,5,,,1.0,,,,,,,
Tito Chinchan,La lista de Schindler,5,,,,,,0.0,,,-1.0,
Plissken,Más extraño que la ficción,3,,,,,,,,,,0.0
Oscar Cantero,Atrapa el fuego,3,,,,,,,,,-1.0,
Emilio Calvo de Mora,El ejército de las tinieblas,3,,,,-1.0,,,-1.0,,,
Elena Suárez,Bobby,3,,,,,,,,,1.0,
Silvia,Hard candy,3,,,,,,,,,-1.0,
Rafa Ferrer,Hard candy,3,,,,,,,,,-1.0,
Rafa Ferrer,La lista de Schindler,5,,,,,,0.0,,,-1.0,
Rafa Ferrer,Xmen3,3,-1.0,,,,,,-1.0,,-1.0,
Manel Juanico,El truco final (The Prestige),3,,,,,,-1.0,,,,
Tito Chinchan,Evil bong,1,-1.0,,,,,,,,-1.0,
Noa,Hijos de los hombres,5,,,-1.0,,,,,,-1.0,
Hartigan,Apocalypto,3,,,,,,,-1.0,,,
Bloody Will,Apocalypto,4,,,,,,,-1.0,,,
Kiko de España,María Antonieta,3,,,-1.0,,,,,,,
Rafa Ferrer,Bienvenido a casa,4,1.0,,,1.0,,,,,1.0,
Rafa Ferrer,V de Vendetta,3,,,-1.0,,,,-1.0,,-1.0,
Rafa Ferrer,Get rich or die tryin,2,,,,0.0,,,0.0,,,
Rafa Ferrer,En tierra de hombres,3,,,0.0,,,,,,-1.0,
Rafa Ferrer,Batman begins,4,,,,1.0,,0.0,1.0,,,
Francisco Bellón,Bobby,4,,,,,,,,,1.0,
Rafa Ferrer,The guardian,3,,,,,0.0,,,,,
Rafa Ferrer,Rocky Balboa,2,,,,,1.0,,,,,
José A. Peig,Apocalypto,3,,,,,,,-1.0,,,
Calaf,Banderas de nuestros padres,3,,,,,,,,-1.0,,
Calaf,Apocalypto,3,,,,,,,-1.0,,,
Oscar Cantero,El Fondo del Mar,2,,,,,,,,,-1.0,
Rafa Ferrer,Apocalypto,3,,,,,,,-1.0,,,
Rafa Ferrer,Pequeños grandes héroes,1,-1.0,1.0,,,,,,,,
Rafa Ferrer,Virgen a los 40 años,4,,,,1.0,,,,,,
Rafa Ferrer,Harry poter y el caliz de fuego,3,,,,,,,1.0,,,
Rafa Ferrer,Camino a Guantánamo,5,,,,-1.0,,,,,,
Francisco Bellón,Más extraño que la ficción,1,,,,,,,,,,0.0
Emilio Calvo de Mora,Fuego en el cuerpo,5,,,,,,,,,-1.0,
Emilio Calvo de Mora,Un abril encantado,4,,,,,,1.0,,,,
Plissken,Apocalypto,4,,,,,,,-1.0,,,
Plissken,María Antonieta,1,,,-1.0,,,,,,,
Elena Suárez,Atrapa el fuego,2,,,,,,,,,-1.0,
Emilio Calvo de Mora,13 tzameti,4,,,,-1.0,,,,,-1.0,
Jose Contreras,Apocalypto,3,,,,,,,-1.0,,,
Ivan Sainz-Pardo,Rocky Balboa,5,,,,,1.0,,,,,
Yojimbo,Pequeña miss sunshine,3,,,1.0,,,,,,,
Yojimbo,El derecho de nacer,4,,,-1.0,,,-1.0,,,,
Yojimbo,La ciudad perdida,5,,,,,1.0,,,,,
Tito Chinchan,Apocalypto,3,,,,,,,-1.0,,,
"Yojimbo,""Un franco, 14 pesetas"",4,1.0,,,1.0,,,,,1.0,"
"Yojimbo,""Hécuba, un sueño de pasión"",3,,,,,,,-1.0,,-1.0,"
Yojimbo,La noche de los girasoles,3,,,,,,,,-1.0,,
Yojimbo,Los Borgia,2,,,,,,-1.0,,,-1.0,
Yojimbo,Glengarry Glenn Ross,5,,,,0.0,,,0.0,0.0,,
Jesus Lens,Hollywoodland,3,-1.0,,,,,,,,-1.0,
Yojimbo,Dark blue,3,,,,-1.0,,,,,-1.0,
Yojimbo,La joven del agua,4,,,,,,,1.0,,,
Yojimbo,Brigada 49,2,,,0.0,,,,,,1.0,
Yojimbo,The woodsman,4,,-1.0,,,,,,,,
Yojimbo,Dicen por ahi,3,,,,1.0,,,,1.0,,
Yojimbo,American Dreamz,2,,,-1.0,,,,,,-1.0,
Yojimbo,Zombies party,4,,0.0,,,,,,,,
Yojimbo,Domino,1,,,,,,,,,,-1.0
Yojimbo,Asuntos pendientes,4,,,,,,,,,-1.0,-1.0
Yojimbo,Firewall,2,,,,,,,,-1.0,,
Yojimbo,El manantial,5,,,,,,,1.0,,,
Yojimbo,El último golpe,3,,1.0,,,,,,,,
"Yojimbo,""Burt Munro: un sueño, una leyenda"",5,1.0,,,,,,,,1.0,"
Yojimbo,King Kong,2,1.0,,,,,,,,-1.0,
Yojimbo,Matador,3,,,,-1.0,,,,,,
Yojimbo,V de Vendetta,2,,,-1.0,,,,-1.0,,-1.0,
Yojimbo,My date with Drew,5,,,,0.0,,,0.0,,0.0,
Yojimbo,Bienvenido a casa,3,1.0,,,1.0,,,,,1.0,
Yojimbo,En tierra de hombres,4,,,0.0,,,,,,-1.0,
Yojimbo,Flores rotas,5,,,,,,-1.0,,,,
Yojimbo,Plan oculto,4,,,,,,,-1.0,,-1.0,
Yojimbo,Bulworth,3,,,1.0,,,,,,1.0,
Yojimbo,Deseando amar,2,,,,,,,,-1.0,-1.0,
Yojimbo,Buenas noches y buena suerte,2,-1.0,,,,,,,,-1.0,
Yojimbo,Manuale d'amore,4,,,,1.0,,,,,,
Yojimbo,En la cuerda floja,3,,,1.0,,,,,,1.0,
Yojimbo,Munich,4,,,,,,,,,-1.0,
Yojimbo,Freaks,5,,,-1.0,,,,,-1.0,,
Yojimbo,The rookie,5,,,,-1.0,-1.0,,,0.0,0.0,
Yojimbo,Cache Escondido,4,,,,,,,,,-1.0,
Yojimbo,Cineastas contra magnates,1,1.0,,,,,,,,,
Yojimbo,Vida y color,1,,,,,,,,-1.0,-1.0,
Silvia Giner,Apocalypto,5,,,,,,,-1.0,,,
José A. Peig,La pasión de Cristo,2,,,,,,,-1.0,,-1.0,-1.0
Matías Cobo,Babel,3,,,,-1.0,,,,,,
Tito Chinchan,Atrapa el fuego,3,,,,,,,,,-1.0,
Caruco,Apocalypto,4,,,,,,,-1.0,,,
Berto,El truco final (The Prestige),4,,,,,,-1.0,,,,
Caty,Eragon,2,-1.0,,,,,,,,,
Caty,Matar a un Ruiseñor,5,,,,,,,,,1.0,
Ana,María Antonieta,4,,,-1.0,,,,,,,
Elena Suárez,Dreamgirls,3,,,,,-1.0,,,,-1.0,
Emilio Calvo de Mora,Lemming,3,,,,,,,,,,-1.0
Jose Contreras,Pequeño pero matón,1,-1.0,,,,,-1.0,-1.0,,,
José A. Peig,La última tentación de Cristo,4,,,,,,,-1.0,,-1.0,
Emilio Calvo de Mora,Princesas,2,,-1.0,,,,,,,,
Alvaro Oliva,Rocky Balboa,3,,,,,1.0,,,,,
Verolindapechocha,El ilusionista,5,,,,,,,,,1.0,1.0
Verolindapechocha,Déjà Vu,2,,,,-1.0,,,,,,
Verolindapechocha,Un buen año,1,-1.0,,,,,,,,,
Verolindapechocha,El truco final (The Prestige),5,,,,,,-1.0,,,,
Verolindapechocha,Happy feet,3,,,,,,1.0,,,,
Verolindapechocha,Corrupción en Miami,1,,,,,,,,,-1.0,
Oscar Cantero,Cry Wolf,1,,,,,,,,,,-1.0
Rafa Ferrer,La fuente de la vida,3,,,,-1.0,,,,-1.0,-1.0,
Emilio Calvo de Mora,Rocky Balboa,2,,,,,1.0,,,,,
José A. Peig,Dogville,5,,,,,,,-1.0,,-1.0,
Elena Suárez,13 tzameti,3,,,,-1.0,,,,,-1.0,
Emilio Calvo de Mora,Algunos hombres buenos,3,,,,,,,,1.0,,
Verolindapechocha,Diamante de sangre,5,,,,,,,,,-1.0,
Tito Chinchan,Torrente 2: Misión en Marbella,5,,-1.0,,,1.0,,,,,
JohnTrent,Apocalypto,4,,,,,,,-1.0,,,
José A. Peig,Europa,5,,,,,,,0.0,,-1.0,
Vsancha,Rocky Balboa,4,,,,,1.0,,,,,
José A. Peig,Volver,3,,,,,,,,,1.0,
Jose Contreras,Noche en el museo,3,1.0,,,,,,-1.0,,,
Caruco,Más extraño que la ficción,3,,,,,,,,,,0.0
Caruco,13 tzameti,3,,,,-1.0,,,,,-1.0,
Iñigo,La ciencia del sueño,3,,,,-1.0,,,,,,
Elena Suárez,Klimt,2,,-1.0,,,,,,,-1.0,
Jesus Lens,El truco final (The Prestige),5,,,,,,-1.0,,,,
Jesus Lens,Noche en el museo,2,1.0,,,,,,-1.0,,,
Kiko de España,Apocalypto,3,,,,,,,-1.0,,,
Jose Contreras,Dreamgirls,2,,,,,-1.0,,,,-1.0,
Emilio Calvo de Mora,El truco final (The Prestige),2,,,,,,-1.0,,,,
Matías Cobo,Hollywoodland,4,-1.0,,,,,,,,-1.0,
Verolindapechocha,Banderas de nuestros padres,3,,,,,,,,-1.0,,
José A. Peig,Inteligencia artificial,5,,,,,,,,,-1.0,
Puspus,Rocky Balboa,3,,,,,1.0,,,,,
Puspus,El truco final (The Prestige),3,,,,,,-1.0,,,,
Emilio Calvo de Mora,Noche en el museo,3,1.0,,,,,,-1.0,,,
Jose Contreras,Más extraño que la ficción,3,,,,,,,,,,0.0
Tito Chinchan,Hollywoodland,3,-1.0,,,,,,,,-1.0,
Raúl Rubio,Diamante de sangre,4,,,,,,,,,-1.0,
Emilio Calvo de Mora,Terciopelo azul,5,,,,-1.0,,,,,-1.0,
Alvaro Oliva,Apocalypto,4,,,,,,,-1.0,,,
Plissken,Diamante de sangre,3,,,,,,,,,-1.0,
Marta,Babel,5,,,,-1.0,,,,,,
Noa,María Antonieta,3,,,-1.0,,,,,,,
Jeremy Fox,Rocky Balboa,2,,,,,1.0,,,,,
Iñigo,El aficionado (amator),5,,,,,,,-1.0,,-1.0,
